MaTD,MaMon,isServed
0,1,0
1,3,1
2,4,1
3,3,1
4,4,1
5,1,0
6,4,0
7,4,1
8,4,0
9,1,0
10,2,1
11,2,1
12,4,1
13,3,0
14,4,0
0,5,1
1,5,1
2,5,1
3,5,1
4,5,1
5,5,1
6,5,1
7,5,1
8,5,1
9,5,1
10,5,1
11,5,1
12,5,1
13,5,1
14,5,1
0,6,1
1,6,1
2,6,1
3,6,1
4,6,1
5,6,1
6,6,1
7,6,1
8,6,1
9,6,1
10,6,1
11,6,1
12,6,1
13,6,1
14,6,1
0,7,1
1,7,1
2,7,1
3,7,1
4,7,1
5,7,1
6,7,1
7,7,1
8,7,1
9,7,1
10,7,1
11,7,1
12,7,1
13,7,1
14,7,1
0,8,1
1,8,1
2,8,1
3,8,1
4,8,1
5,8,1
6,8,1
7,8,1
8,8,1
9,8,1
10,8,1
11,8,1
12,8,1
13,8,1
14,8,1
0,9,1
1,9,1
2,9,1
3,9,1
4,9,1
5,9,1
6,9,1
7,9,1
8,9,1
9,9,1
10,9,1
11,9,1
12,9,1
13,9,1
14,9,1
0,10,1
1,10,1
2,10,1
3,10,1
4,10,1
5,10,1
6,10,1
7,10,1
8,10,1
9,10,1
10,10,1
11,10,1
12,10,1
13,10,1
14,10,1
0,11,1
1,11,1
2,11,1
3,11,1
4,11,1
5,11,1
6,11,1
7,11,1
8,11,1
9,11,1
10,11,1
11,11,1
12,11,1
13,11,1
14,11,1
0,12,1
1,12,1
2,12,1
3,12,1
4,12,1
5,12,1
6,12,1
7,12,1
8,12,1
9,12,1
10,12,1
11,12,1
12,12,1
13,12,1
14,12,1
0,13,1
1,13,1
2,13,1
3,13,1
4,13,1
5,13,1
6,13,1
7,13,1
8,13,1
9,13,1
10,13,1
11,13,1
12,13,1
13,13,1
14,13,1
0,14,1
1,14,1
2,14,1
3,14,1
4,14,1
5,14,1
6,14,1
7,14,1
8,14,1
9,14,1
10,14,1
11,14,1
12,14,1
13,14,1
14,14,1
0,15,1
1,15,1
2,15,1
3,15,1
4,15,1
5,15,1
6,15,1
7,15,1
8,15,1
9,15,1
10,15,1
11,15,1
12,15,1
13,15,1
14,15,1
0,16,1
1,16,1
2,16,1
3,16,1
4,16,1
5,16,1
6,16,1
7,16,1
8,16,1
9,16,1
10,16,1
11,16,1
12,16,1
13,16,1
14,16,1
0,17,1
1,17,1
2,17,1
3,17,1
4,17,1
5,17,1
6,17,1
7,17,1
8,17,1
9,17,1
10,17,1
11,17,1
12,17,1
13,17,1
14,17,1
0,18,1
1,18,1
2,18,1
3,18,1
4,18,1
5,18,1
6,18,1
7,18,1
8,18,1
9,18,1
10,18,1
11,18,1
12,18,1
13,18,1
14,18,1
0,19,1
1,19,1
2,19,1
3,19,1
4,19,1
5,19,1
6,19,1
7,19,1
8,19,1
9,19,1
10,19,1
11,19,1
12,19,1
13,19,1
14,19,1
0,20,1
1,20,1
2,20,1
3,20,1
4,20,1
5,20,1
6,20,1
7,20,1
8,20,1
9,20,1
10,20,1
11,20,1
12,20,1
13,20,1
14,20,1
0,21,1
1,21,1
2,21,1
3,21,1
4,21,1
5,21,1
6,21,1
7,21,1
8,21,1
9,21,1
10,21,1
11,21,1
12,21,1
13,21,1
14,21,1
0,22,1
1,22,1
2,22,1
3,22,1
4,22,1
5,22,1
6,22,1
7,22,1
8,22,1
9,22,1
10,22,1
11,22,1
12,22,1
13,22,1
14,22,1
0,23,1
1,23,1
2,23,1
3,23,1
4,23,1
5,23,1
6,23,1
7,23,1
8,23,1
9,23,1
10,23,1
11,23,1
12,23,1
13,23,1
14,23,1
0,24,1
1,24,1
2,24,1
3,24,1
4,24,1
5,24,1
6,24,1
7,24,1
8,24,1
9,24,1
10,24,1
11,24,1
12,24,1
13,24,1
14,24,1
0,25,1
1,25,1
2,25,1
3,25,1
4,25,1
5,25,1
6,25,1
7,25,1
8,25,1
9,25,1
10,25,1
11,25,1
12,25,1
13,25,1
14,25,1
0,26,1
1,26,1
2,26,1
3,26,1
4,26,1
5,26,1
6,26,1
7,26,1
8,26,1
9,26,1
10,26,1
11,26,1
12,26,1
13,26,1
14,26,1
0,27,1
1,27,1
2,27,1
3,27,1
4,27,1
5,27,1
6,27,1
7,27,1
8,27,1
9,27,1
10,27,1
11,27,1
12,27,1
13,27,1
14,27,1
0,28,1
1,28,1
2,28,1
3,28,1
4,28,1
5,28,1
6,28,1
7,28,1
8,28,1
9,28,1
10,28,1
11,28,1
12,28,1
13,28,1
14,28,1
0,29,1
1,29,1
2,29,1
3,29,1
4,29,1
5,29,1
6,29,1
7,29,1
8,29,1
9,29,1
10,29,1
11,29,1
12,29,1
13,29,1
14,29,1
0,30,1
1,30,1
2,30,1
3,30,1
4,30,1
5,30,1
6,30,1
7,30,1
8,30,1
9,30,1
10,30,1
11,30,1
12,30,1
13,30,1
14,30,1
0,31,1
1,31,1
2,31,1
3,31,1
4,31,1
5,31,1
6,31,1
7,31,1
8,31,1
9,31,1
10,31,1
11,31,1
12,31,1
13,31,1
14,31,1
0,32,1
1,32,1
2,32,1
3,32,1
4,32,1
5,32,1
6,32,1
7,32,1
8,32,1
9,32,1
10,32,1
11,32,1
12,32,1
13,32,1
14,32,1
0,33,1
1,33,1
2,33,1
3,33,1
4,33,1
5,33,1
6,33,1
7,33,1
8,33,1
9,33,1
10,33,1
11,33,1
12,33,1
13,33,1
14,33,1
0,34,1
1,34,1
2,34,1
3,34,1
4,34,1
5,34,1
6,34,1
7,34,1
8,34,1
9,34,1
10,34,1
11,34,1
12,34,1
13,34,1
14,34,1
0,35,1
1,35,1
2,35,1
3,35,1
4,35,1
5,35,1
6,35,1
7,35,1
8,35,1
9,35,1
10,35,1
11,35,1
12,35,1
13,35,1
14,35,1
0,36,1
1,36,1
2,36,1
3,36,1
4,36,1
5,36,1
6,36,1
7,36,1
8,36,1
9,36,1
10,36,1
11,36,1
12,36,1
13,36,1
14,36,1
0,37,1
1,37,1
2,37,1
3,37,1
4,37,1
5,37,1
6,37,1
7,37,1
8,37,1
9,37,1
10,37,1
11,37,1
12,37,1
13,37,1
14,37,1
0,38,1
1,38,1
2,38,1
3,38,1
4,38,1
5,38,1
6,38,1
7,38,1
8,38,1
9,38,1
10,38,1
11,38,1
12,38,1
13,38,1
14,38,1
0,39,1
1,39,1
2,39,1
3,39,1
4,39,1
5,39,1
6,39,1
7,39,1
8,39,1
9,39,1
10,39,1
11,39,1
12,39,1
13,39,1
14,39,1
0,40,1
1,40,1
2,40,1
3,40,1
4,40,1
5,40,1
6,40,1
7,40,1
8,40,1
9,40,1
10,40,1
11,40,1
12,40,1
13,40,1
14,40,1
0,41,1
1,41,1
2,41,1
3,41,1
4,41,1
5,41,1
6,41,1
7,41,1
8,41,1
9,41,1
10,41,1
11,41,1
12,41,1
13,41,1
14,41,1
0,42,1
1,42,1
2,42,1
3,42,1
4,42,1
5,42,1
6,42,1
7,42,1
8,42,1
9,42,1
10,42,1
11,42,1
12,42,1
13,42,1
14,42,1
0,43,1
1,43,1
2,43,1
3,43,1
4,43,1
5,43,1
6,43,1
7,43,1
8,43,1
9,43,1
10,43,1
11,43,1
12,43,1
13,43,1
14,43,1
0,44,1
1,44,1
2,44,1
3,44,1
4,44,1
5,44,1
6,44,1
7,44,1
8,44,1
9,44,1
10,44,1
11,44,1
12,44,1
13,44,1
14,44,1
0,45,1
1,45,1
2,45,1
3,45,1
4,45,1
5,45,1
6,45,1
7,45,1
8,45,1
9,45,1
10,45,1
11,45,1
12,45,1
13,45,1
14,45,1
0,46,1
1,46,1
2,46,1
3,46,1
4,46,1
5,46,1
6,46,1
7,46,1
8,46,1
9,46,1
10,46,1
11,46,1
12,46,1
13,46,1
14,46,1
0,47,1
1,47,1
2,47,1
3,47,1
4,47,1
5,47,1
6,47,1
7,47,1
8,47,1
9,47,1
10,47,1
11,47,1
12,47,1
13,47,1
14,47,1
0,48,1
1,48,1
2,48,1
3,48,1
4,48,1
5,48,1
6,48,1
7,48,1
8,48,1
9,48,1
10,48,1
11,48,1
12,48,1
13,48,1
14,48,1
0,49,1
1,49,1
2,49,1
3,49,1
4,49,1
5,49,1
6,49,1
7,49,1
8,49,1
9,49,1
10,49,1
11,49,1
12,49,1
13,49,1
14,49,1
0,50,1
1,50,1
2,50,1
3,50,1
4,50,1
5,50,1
6,50,1
7,50,1
8,50,1
9,50,1
10,50,1
11,50,1
12,50,1
13,50,1
14,50,1
0,51,1
1,51,1
2,51,1
3,51,1
4,51,1
5,51,1
6,51,1
7,51,1
8,51,1
9,51,1
10,51,1
11,51,1
12,51,1
13,51,1
14,51,1
0,52,1
1,52,1
2,52,1
3,52,1
4,52,1
5,52,1
6,52,1
7,52,1
8,52,1
9,52,1
10,52,1
11,52,1
12,52,1
13,52,1
14,52,1
0,53,1
1,53,1
2,53,1
3,53,1
4,53,1
5,53,1
6,53,1
7,53,1
8,53,1
9,53,1
10,53,1
11,53,1
12,53,1
13,53,1
14,53,1
0,54,1
1,54,1
2,54,1
3,54,1
4,54,1
5,54,1
6,54,1
7,54,1
8,54,1
9,54,1
10,54,1
11,54,1
12,54,1
13,54,1
14,54,1
0,55,1
1,55,1
2,55,1
3,55,1
4,55,1
5,55,1
6,55,1
7,55,1
8,55,1
9,55,1
10,55,1
11,55,1
12,55,1
13,55,1
14,55,1
0,56,1
1,56,1
2,56,1
3,56,1
4,56,1
5,56,1
6,56,1
7,56,1
8,56,1
9,56,1
10,56,1
11,56,1
12,56,1
13,56,1
14,56,1
0,57,1
1,57,1
2,57,1
3,57,1
4,57,1
5,57,1
6,57,1
7,57,1
8,57,1
9,57,1
10,57,1
11,57,1
12,57,1
13,57,1
14,57,1
0,58,1
1,58,1
2,58,1
3,58,1
4,58,1
5,58,1
6,58,1
7,58,1
8,58,1
9,58,1
10,58,1
11,58,1
12,58,1
13,58,1
14,58,1
0,59,1
1,59,1
2,59,1
3,59,1
4,59,1
5,59,1
6,59,1
7,59,1
8,59,1
9,59,1
10,59,1
11,59,1
12,59,1
13,59,1
14,59,1
0,60,1
1,60,1
2,60,1
3,60,1
4,60,1
5,60,1
6,60,1
7,60,1
8,60,1
9,60,1
10,60,1
11,60,1
12,60,1
13,60,1
14,60,1
0,61,1
1,61,1
2,61,1
3,61,1
4,61,1
5,61,1
6,61,1
7,61,1
8,61,1
9,61,1
10,61,1
11,61,1
12,61,1
13,61,1
14,61,1
0,62,1
1,62,1
2,62,1
3,62,1
4,62,1
5,62,1
6,62,1
7,62,1
8,62,1
9,62,1
10,62,1
11,62,1
12,62,1
13,62,1
14,62,1
0,63,1
1,63,1
2,63,1
3,63,1
4,63,1
5,63,1
6,63,1
7,63,1
8,63,1
9,63,1
10,63,1
11,63,1
12,63,1
13,63,1
14,63,1
0,64,1
1,64,1
2,64,1
3,64,1
4,64,1
5,64,1
6,64,1
7,64,1
8,64,1
9,64,1
10,64,1
11,64,1
12,64,1
13,64,1
14,64,1
0,65,1
1,65,1
2,65,1
3,65,1
4,65,1
5,65,1
6,65,1
7,65,1
8,65,1
9,65,1
10,65,1
11,65,1
12,65,1
13,65,1
14,65,1
0,66,1
1,66,1
2,66,1
3,66,1
4,66,1
5,66,1
6,66,1
7,66,1
8,66,1
9,66,1
10,66,1
11,66,1
12,66,1
13,66,1
14,66,1
0,67,1
1,67,1
2,67,1
3,67,1
4,67,1
5,67,1
6,67,1
7,67,1
8,67,1
9,67,1
10,67,1
11,67,1
12,67,1
13,67,1
14,67,1
0,68,1
1,68,1
2,68,1
3,68,1
4,68,1
5,68,1
6,68,1
7,68,1
8,68,1
9,68,1
10,68,1
11,68,1
12,68,1
13,68,1
14,68,1
0,69,1
1,69,1
2,69,1
3,69,1
4,69,1
5,69,1
6,69,1
7,69,1
8,69,1
9,69,1
10,69,1
11,69,1
12,69,1
13,69,1
14,69,1
0,70,1
1,70,1
2,70,1
3,70,1
4,70,1
5,70,1
6,70,1
7,70,1
8,70,1
9,70,1
10,70,1
11,70,1
12,70,1
13,70,1
14,70,1
0,71,1
1,71,1
2,71,1
3,71,1
4,71,1
5,71,1
6,71,1
7,71,1
8,71,1
9,71,1
10,71,1
11,71,1
12,71,1
13,71,1
14,71,1
0,72,1
1,72,1
2,72,1
3,72,1
4,72,1
5,72,1
6,72,1
7,72,1
8,72,1
9,72,1
10,72,1
11,72,1
12,72,1
13,72,1
14,72,1
0,73,1
1,73,1
2,73,1
3,73,1
4,73,1
5,73,1
6,73,1
7,73,1
8,73,1
9,73,1
10,73,1
11,73,1
12,73,1
13,73,1
14,73,1
0,74,1
1,74,1
2,74,1
3,74,1
4,74,1
5,74,1
6,74,1
7,74,1
8,74,1
9,74,1
10,74,1
11,74,1
12,74,1
13,74,1
14,74,1
0,75,1
1,75,1
2,75,1
3,75,1
4,75,1
5,75,1
6,75,1
7,75,1
8,75,1
9,75,1
10,75,1
11,75,1
12,75,1
13,75,1
14,75,1
0,76,1
1,76,1
2,76,1
3,76,1
4,76,1
5,76,1
6,76,1
7,76,1
8,76,1
9,76,1
10,76,1
11,76,1
12,76,1
13,76,1
14,76,1
0,77,1
1,77,1
2,77,1
3,77,1
4,77,1
5,77,1
6,77,1
7,77,1
8,77,1
9,77,1
10,77,1
11,77,1
12,77,1
13,77,1
14,77,1
0,78,1
1,78,1
2,78,1
3,78,1
4,78,1
5,78,1
6,78,1
7,78,1
8,78,1
9,78,1
10,78,1
11,78,1
12,78,1
13,78,1
14,78,1
0,79,1
1,79,1
2,79,1
3,79,1
4,79,1
5,79,1
6,79,1
7,79,1
8,79,1
9,79,1
10,79,1
11,79,1
12,79,1
13,79,1
14,79,1
0,80,1
1,80,1
2,80,1
3,80,1
4,80,1
5,80,1
6,80,1
7,80,1
8,80,1
9,80,1
10,80,1
11,80,1
12,80,1
13,80,1
14,80,1
0,81,1
1,81,1
2,81,1
3,81,1
4,81,1
5,81,1
6,81,1
7,81,1
8,81,1
9,81,1
10,81,1
11,81,1
12,81,1
13,81,1
14,81,1
0,82,1
1,82,1
2,82,1
3,82,1
4,82,1
5,82,1
6,82,1
7,82,1
8,82,1
9,82,1
10,82,1
11,82,1
12,82,1
13,82,1
14,82,1
0,83,1
1,83,1
2,83,1
3,83,1
4,83,1
5,83,1
6,83,1
7,83,1
8,83,1
9,83,1
10,83,1
11,83,1
12,83,1
13,83,1
14,83,1
0,84,1
1,84,1
2,84,1
3,84,1
4,84,1
5,84,1
6,84,1
7,84,1
8,84,1
9,84,1
10,84,1
11,84,1
12,84,1
13,84,1
14,84,1
0,85,1
1,85,1
2,85,1
3,85,1
4,85,1
5,85,1
6,85,1
7,85,1
8,85,1
9,85,1
10,85,1
11,85,1
12,85,1
13,85,1
14,85,1
0,86,1
1,86,1
2,86,1
3,86,1
4,86,1
5,86,1
6,86,1
7,86,1
8,86,1
9,86,1
10,86,1
11,86,1
12,86,1
13,86,1
14,86,1
0,87,1
1,87,1
2,87,1
3,87,1
4,87,1
5,87,1
6,87,1
7,87,1
8,87,1
9,87,1
10,87,1
11,87,1
12,87,1
13,87,1
14,87,1
0,88,1
1,88,1
2,88,1
3,88,1
4,88,1
5,88,1
6,88,1
7,88,1
8,88,1
9,88,1
10,88,1
11,88,1
12,88,1
13,88,1
14,88,1
0,89,1
1,89,1
2,89,1
3,89,1
4,89,1
5,89,1
6,89,1
7,89,1
8,89,1
9,89,1
10,89,1
11,89,1
12,89,1
13,89,1
14,89,1
0,90,1
1,90,1
2,90,1
3,90,1
4,90,1
5,90,1
6,90,1
7,90,1
8,90,1
9,90,1
10,90,1
11,90,1
12,90,1
13,90,1
14,90,1
0,91,1
1,91,1
2,91,1
3,91,1
4,91,1
5,91,1
6,91,1
7,91,1
8,91,1
9,91,1
10,91,1
11,91,1
12,91,1
13,91,1
14,91,1
0,92,1
1,92,1
2,92,1
3,92,1
4,92,1
5,92,1
6,92,1
7,92,1
8,92,1
9,92,1
10,92,1
11,92,1
12,92,1
13,92,1
14,92,1
0,93,1
1,93,1
2,93,1
3,93,1
4,93,1
5,93,1
6,93,1
7,93,1
8,93,1
9,93,1
10,93,1
11,93,1
12,93,1
13,93,1
14,93,1
0,94,1
1,94,1
2,94,1
3,94,1
4,94,1
5,94,1
6,94,1
7,94,1
8,94,1
9,94,1
10,94,1
11,94,1
12,94,1
13,94,1
